Protein(s),Protein Description(s),PSMs (PEC1),PSMs (PEC2),PSMs (PEC3),PSMs (PED1 1.5),PSMs (PED2 1.5),PSMs (PED3 1.5),PSMs (PED4 1:2),PSMs (PED5 1:2),PSMs (PED6 1:2),NSAF (PEC1),NSAF (PEC2),NSAF (PEC3),NSAF (PED1 1.5),NSAF (PED2 1.5),NSAF (PED3 1.5),NSAF (PED4 1:2),NSAF (PED5 1:2),NSAF (PED6 1:2)
"gi|224003687|ref|XP_002291515.1|,gi|220973291|gb|EED91622.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,1,0,0,0,0,0,0,0.0,0.0,1.35e-05,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224003721|ref|XP_002291532.1|,gi|220973308|gb|EED91639.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.16e-05,0.0,0.0,0.0,0.0
"gi|224003807|ref|XP_002291575.1|,gi|220973351|gb|EED91682.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.83e-05,0.0,0.0,0.0
"gi|224003927|ref|XP_002291635.1|,gi|220973411|gb|EED91742.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,9.46e-06,0.0,0.0,0.0,0.0
"gi|224004007|ref|XP_002291675.1|,gi|220973451|gb|EED91782.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,3.24e-05,0.0,0.0,0.0,0.0
"gi|224004016|ref|XP_002295659.1|,gi|209585691|gb|ACI64376.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.99e-05,0.0,0.0,0.0
"gi|224004094|ref|XP_002295698.1|,gi|209585730|gb|ACI64415.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.31e-05,0.0,0.0,0.0,0.0
"gi|224004112|ref|XP_002295707.1|,gi|209585739|gb|ACI64424.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2.59e-05,0.0,0.0,0.0,0.0
"gi|224004256|ref|XP_002295779.1|,gi|209585811|gb|ACI64496.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.77e-06,0.0,0.0,0.0
"gi|224004264|ref|XP_002295783.1|,gi|209585815|gb|ACI64500.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7.39e-06,0.0,0.0,0.0,0.0,0.0
"gi|224004312|ref|XP_002295807.1|,gi|209585839|gb|ACI64524.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,6.73e-06,0.0,0.0,0.0,0.0,0.0
"gi|224004420|ref|XP_002295861.1|,gi|209585893|gb|ACI64578.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26e-05,0.0
"gi|224004456|ref|XP_002295879.1|,gi|209585911|gb|ACI64596.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69e-05
"gi|224004594|ref|XP_002295948.1|,gi|209585980|gb|ACI64665.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33e-06
"gi|224004626|ref|XP_002295964.1|,gi|209585996|gb|ACI64681.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,5.13e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224004640|ref|XP_002295971.1|,gi|209586003|gb|ACI64688.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,3.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224004718|ref|XP_002296010.1|,gi|209586042|gb|ACI64727.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.87e-05,0.0,0.0
"gi|224004748|ref|XP_002296025.1|,gi|209586057|gb|ACI64742.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,5.46e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224004776|ref|XP_002296039.1|,gi|209586071|gb|ACI64756.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-05,0.0,0.0
"gi|224004786|ref|XP_002296044.1|,gi|209586076|gb|ACI64761.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9e-05,0.0,0.0,0.0
"gi|224004800|ref|XP_002296051.1|,gi|209586083|gb|ACI64768.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02e-06
"gi|224004832|ref|XP_002296067.1|,gi|209586099|gb|ACI64784.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-06,0.0,0.0
"gi|224004870|ref|XP_002296086.1|,gi|209586118|gb|ACI64803.1|","canine-like rab-type small G protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,1,0,0,0,0,0,0,0.0,0.0,2.21e-05,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224004884|ref|XP_002296093.1|,gi|209586125|gb|ACI64810.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,1.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005022|ref|XP_002296162.1|,gi|209586194|gb|ACI64879.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,7.79e-06,0.0,0.0,0.0,0.0
"gi|224005024|ref|XP_002296163.1|,gi|209586195|gb|ACI64880.1|","myo-inositol monophosphatase, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005130|ref|XP_002296216.1|,gi|209586248|gb|ACI64933.1|","hypothetical glutamyl-tRNA amidotransferase, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02e-05,0.0
"gi|224005142|ref|XP_002296222.1|,gi|209586254|gb|ACI64939.1|","subtilisin-like serine protease [Thalassiosira pseudonana CCMP1335],subtilisin-like serine protease, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,9.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005156|ref|XP_002296229.1|,gi|209586261|gb|ACI64946.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48e-06,0.0
"gi|224005160|ref|XP_002296231.1|,gi|209586263|gb|ACI64948.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,5.05e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005166|ref|XP_002296234.1|,gi|209586266|gb|ACI64951.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,8.21e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005180|ref|XP_002296241.1|,gi|209586273|gb|ACI64958.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,6.82e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005196|ref|XP_002296249.1|,gi|209586281|gb|ACI64966.1|","MutY family most like Nth1, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07e-05,0.0
"gi|224005226|ref|XP_002296264.1|,gi|209586296|gb|ACI64981.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.42e-05,0.0,0.0,0.0
"gi|224005228|ref|XP_002296265.1|,gi|209586297|gb|ACI64982.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29e-06,0.0
"gi|224005304|ref|XP_002296303.1|,gi|209586335|gb|ACI65020.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.17e-05,0.0,0.0,0.0
"gi|224005378|ref|XP_002296340.1|,gi|209586372|gb|ACI65057.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,1,0,0,0,0,0,0,0,0.0,2.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005505|ref|XP_002291713.1|,gi|220972232|gb|EED90564.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,0.0,0.0
"gi|224005537|ref|XP_002291729.1|,gi|220972248|gb|EED90580.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.75e-06,0.0,0.0
"gi|224005563|ref|XP_002291742.1|,gi|220972261|gb|EED90593.1|","hypothetical protein THAPSDRAFT_263360, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2e-05,0.0,0.0,0.0
"gi|224005677|ref|XP_002291799.1|,gi|220972318|gb|EED90650.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,1.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005719|ref|XP_002291820.1|,gi|220972339|gb|EED90671.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,3.13e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005723|ref|XP_002291822.1|,gi|220972341|gb|EED90673.1|","salicylate biosynthesis isochorismate synthase-like protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69e-05
"gi|224005797|ref|XP_002291859.1|,gi|220972378|gb|EED90710.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.24e-05,0.0,0.0,0.0
"gi|224005805|ref|XP_002291863.1|,gi|220972382|gb|EED90714.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83e-05
"gi|224005821|ref|XP_002291871.1|,gi|220972390|gb|EED90722.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.0,0.0
"gi|224005825|ref|XP_002291873.1|,gi|220972392|gb|EED90724.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.33e-06,0.0,0.0,0.0
"gi|224005847|ref|XP_002291884.1|,gi|220972403|gb|EED90735.1|","trypsin-like serine protease, partial [Thalassiosira pseudonana CCMP1335]",0,0,1,0,0,0,0,0,0,0.0,0.0,1.7e-05,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005863|ref|XP_002291892.1|,gi|220972411|gb|EED90743.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86e-06
"gi|224005875|ref|XP_002291898.1|,gi|220972417|gb|EED90749.1|","methyltransferase, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,1.76e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224005897|ref|XP_002291909.1|,gi|220972428|gb|EED90760.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0
"gi|224005963|ref|XP_002291942.1|,gi|220972461|gb|EED90793.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2.53e-05,0.0,0.0,0.0,0.0
"gi|224006103|ref|XP_002292012.1|,gi|220972531|gb|EED90863.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.63e-05,0.0,0.0,0.0,0.0
"gi|224006127|ref|XP_002292024.1|,gi|220972543|gb|EED90875.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,4.12e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006251|ref|XP_002292086.1|,gi|220972605|gb|EED90937.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.07e-05,0.0,0.0,0.0,0.0,0.0
"gi|224006261|ref|XP_002292091.1|,gi|220972610|gb|EED90942.1|","hypothetical protein THAPSDRAFT_263436, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,1.79e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006277|ref|XP_002292099.1|,gi|220972618|gb|EED90950.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.56e-05,0.0,0.0
"gi|224006301|ref|XP_002292111.1|,gi|220972630|gb|EED90962.1|","phosphatidylinositol synthase, partial [Thalassiosira pseudonana CCMP1335]",0,1,0,0,0,0,0,0,0,0.0,1.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006317|ref|XP_002292119.1|,gi|220972638|gb|EED90970.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,6.13e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006375|ref|XP_002292148.1|,gi|220972667|gb|EED90999.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.35e-05,0.0,0.0,0.0
"gi|224006406|ref|XP_002292163.1|,gi|220971805|gb|EED90138.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97e-06
"gi|224006450|ref|XP_002292185.1|,gi|220971827|gb|EED90160.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-05
"gi|224006564|ref|XP_002292242.1|,gi|220971884|gb|EED90217.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,3.82e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006598|ref|XP_002292259.1|,gi|220971901|gb|EED90234.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,4.94e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006684|ref|XP_002292302.1|,gi|220971944|gb|EED90277.1|","glutathione s-transferase, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,1.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006696|ref|XP_002292308.1|,gi|220971950|gb|EED90283.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,1.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006706|ref|XP_002292313.1|,gi|220971955|gb|EED90288.1|",hypothetical protein THAPSDRAFT_24038 [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,7.72e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006752|ref|XP_002292336.1|,gi|220971978|gb|EED90311.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,1.81e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006754|ref|XP_002292337.1|,gi|220971979|gb|EED90312.1|",hypothetical protein THAPSDRAFT_41754 [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05,0.0,0.0
"gi|224006824|ref|XP_002292372.1|,gi|220972014|gb|EED90347.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,9.01e-06,0.0,0.0,0.0
"gi|224006868|ref|XP_002292394.1|,gi|220972036|gb|EED90369.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,8.97e-06,0.0,0.0,0.0,0.0
"gi|224006872|ref|XP_002292396.1|,gi|220972038|gb|EED90371.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.35e-05,0.0,0.0
"gi|224006894|ref|XP_002292407.1|,gi|220972049|gb|EED90382.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,3.13e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224006966|ref|XP_002292443.1|,gi|220972085|gb|EED90418.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7.7e-06,0.0,0.0,0.0,0.0,0.0
"gi|224007010|ref|XP_002292465.1|,gi|220972107|gb|EED90440.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82e-06,0.0
"gi|224007032|ref|XP_002292476.1|,gi|220972118|gb|EED90451.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007062|ref|XP_002292491.1|,gi|220972133|gb|EED90466.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.49e-06,0.0,0.0
"gi|224007066|ref|XP_002292493.1|,gi|220972135|gb|EED90468.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-06,0.0,0.0
"gi|224007078|ref|XP_002292499.1|,gi|220972141|gb|EED90474.1|","hypothetical protein THAPSDRAFT_269439 [Thalassiosira pseudonana CCMP1335],hypothetical protein THAPSDRAFT_269439, partial [Thalassiosira pseudonana CCMP1335]",0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0
"gi|224007227|ref|XP_002292573.1|,gi|220971435|gb|EED89769.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,4.56e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007257|ref|XP_002292588.1|,gi|220971450|gb|EED89784.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06e-05,0.0
"gi|224007271|ref|XP_002292595.1|,gi|220971457|gb|EED89791.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,6.57e-06,0.0,0.0,0.0,0.0
"gi|224007327|ref|XP_002292623.1|,gi|220971485|gb|EED89819.1|",hypothetical protein THAPSDRAFT_269496 [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,6.43e-06,0.0,0.0,0.0,0.0
"gi|224007387|ref|XP_002292653.1|,gi|220971515|gb|EED89849.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",0,1,0,0,0,0,0,0,0,0.0,2.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007393|ref|XP_002292656.1|,gi|220971518|gb|EED89852.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.55e-06,0.0,0.0,0.0
"gi|224007397|ref|XP_002292658.1|,gi|220971520|gb|EED89854.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.47e-05,0.0,0.0,0.0,0.0
"gi|224007425|ref|XP_002292672.1|,gi|220971534|gb|EED89868.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94e-05
"gi|224007461|ref|XP_002292690.1|,gi|220971552|gb|EED89886.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.93e-06,0.0,0.0,0.0,0.0,0.0
"gi|224007491|ref|XP_002292705.1|,gi|220971567|gb|EED89901.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,2.53e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007637|ref|XP_002292778.1|,gi|220971640|gb|EED89974.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28e-06,0.0
"gi|224007655|ref|XP_002292787.1|,gi|220971649|gb|EED89983.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007709|ref|XP_002292814.1|,gi|220971676|gb|EED90010.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,3.12e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007719|ref|XP_002292819.1|,gi|220971681|gb|EED90015.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,2.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007865|ref|XP_002292892.1|,gi|220971754|gb|EED90088.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,1.03e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224007873|ref|XP_002292896.1|,gi|220971758|gb|EED90092.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.16e-05,0.0,0.0,0.0
"gi|224007943|ref|XP_002292931.1|,gi|220971793|gb|EED90127.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.27e-05,0.0,0.0,0.0,0.0
"gi|224007972|ref|XP_002292945.1|,gi|220971071|gb|EED89406.1|",methionine aminopeptidase 2 [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0
"gi|224007990|ref|XP_002292954.1|,gi|220971080|gb|EED89415.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,8.95e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008028|ref|XP_002292973.1|,gi|220971099|gb|EED89434.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,5.98e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008038|ref|XP_002292978.1|,gi|220971104|gb|EED89439.1|",predicted protein [Thalassiosira pseudonana CCMP1335],1,0,0,0,0,0,0,0,0,2.57e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008074|ref|XP_002292996.1|,gi|220971122|gb|EED89457.1|",histone acetyltransferase gcn5-type hat [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06
"gi|224008156|ref|XP_002293037.1|,gi|220971163|gb|EED89498.1|",hypothetical protein THAPSDRAFT_29728 [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
"gi|224008280|ref|XP_002293099.1|,gi|220971225|gb|EED89560.1|","hypothetical protein THAPSDRAFT_263946, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,1.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008364|ref|XP_002293141.1|,gi|220971267|gb|EED89602.1|","kinesin motor protein-like protein, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,9.35e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008392|ref|XP_002293155.1|,gi|220971281|gb|EED89616.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.56e-05,0.0,0.0,0.0
"gi|224008402|ref|XP_002293160.1|,gi|220971286|gb|EED89621.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81e-06,0.0
"gi|224008478|ref|XP_002293198.1|,gi|220971324|gb|EED89659.1|","predicted protein, partial [Thalassiosira pseudonana CCMP1335]",1,0,0,0,0,0,0,0,0,6.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008524|ref|XP_002293221.1|,gi|220971347|gb|EED89682.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,1,0,0,0,0,0,0,0.0,0.0,9.07e-06,0.0,0.0,0.0,0.0,0.0,0.0
"gi|224008566|ref|XP_002293242.1|,gi|220971368|gb|EED89703.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.37e-05,0.0,0.0,0.0,0.0
"gi|224008582|ref|XP_002293250.1|,gi|220971376|gb|EED89711.1|",predicted protein [Thalassiosira pseudonana CCMP1335],0,1,0,0,0,0,0,0,0,0.0,1.26e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
